path,filename,artifact_id,domain,script_role,support_strength,recommended_relation,proposed_nodes,parse_status,line_count,sha256,main_guard,top_level_exec_count,random_call_count,io_call_count,plot_call_count,bridge_hit_count,ra_native_hit_count,risk_score,audit_decision,notes
src/RA_AQFT/casimir_benchmark.py,casimir_benchmark.py,ART-PY-casimir_benchmark,aqft_bridge,bridge_benchmark,bridge_cartography,do_not_promote,,ok,332,e13b89d3485b8154294307190a52d59e8b3f9aa1a6fe1b9d85d014229b0c0dc4,False,34,0,0,0,44,24,25,do_not_promote_to_active_claim,AQFT/Casimir/Unruh bridge; useful historical benchmark but should not support active native claims.
src/RA_AQFT/cross_dimensional_exclusion.py,cross_dimensional_exclusion.py,ART-PY-cross_dimensional_exclusion,dimensionality_arithmetic,computational_summary,native_candidate,computes_candidate,RA-D4-001;RA-D4-002;RA-GRAV-006,ok,238,1982fa14f1583a2fcbdaff78694eac026be28f93c73e8941769f5bcf2ae0b351,False,10,0,0,0,14,14,14,candidate_or_benchmark_not_proof,"Fast cross-dimensional exclusion map using D4U02 values; useful summary, but inputs are partly hard-coded from prior enumeration."
src/RA_AQFT/d1_BDG_string_tension.py,d1_BDG_string_tension.py,ART-PY-d1_BDG_string_tension,matter_interactions,computational_derivation_candidate,hybrid_candidate,candidate_support,RA-PRED-002;RA-ARITH-004,ok,69,a401a1daffdd4f1216810efaa970fbd3d5699b401c3a034381e12688d98f3b4c,False,9,0,0,0,59,5,25,candidate_or_benchmark_not_proof,"String-tension/proton-scale chain; imports proton mass and QCD running, so target support only."
src/RA_AQFT/d2_two_phases.py,d2_two_phases.py,ART-PY-d2_two_phases,gravity_cosmology,monte_carlo_derivation,native_candidate,candidate_support,RA-GRAV-007;RA-OPEN-004;RA-PRED-005,ok,208,fbbfb55b22b8ce48f9073bd85bf9b33ca58beb86ca27b5e18e14fe2b06ec2286,False,33,5,0,0,56,20,30,candidate_or_benchmark_not_proof,Two-phase μ transition/CMB argument; seeded simulation; several hard-wall items remain open.
src/RA_AQFT/d3_alpha_s_BDG.py,d3_alpha_s_BDG.py,ART-PY-d3_alpha_s_BDG,matter_interactions,arithmetic_benchmark,hybrid_candidate,benchmarks,RA-ARITH-004;RA-PRED-004,ok,19,2844b8f4b9fb79d1098a5a4ddd571c389174c2c170c756c9ff2cf99c8b957494,False,5,0,0,0,22,3,22,candidate_or_benchmark_not_proof,Short alpha_EM/alpha_s benchmark; comparative.
src/RA_AQFT/d3_alpha_s_proof.py,d3_alpha_s_proof.py,ART-PY-d3_alpha_s_proof,matter_interactions,arithmetic_benchmark,native_candidate,computes_candidate,RA-ARITH-004;RA-PRED-004,ok,24,40f16afb276e53fd1a631306c7c8879c13809d7b8cdb373798ce8ba94842c855,False,5,0,0,0,13,2,17,candidate_or_benchmark_not_proof,Computes alpha_s(m_Z)=1/sqrt(72); link as native arithmetic support with observational comparison caveat.
src/RA_AQFT/d3i_complete.py,d3i_complete.py,ART-PY-d3i_complete,matter_interactions,rg_benchmark,hybrid_candidate,benchmarks,RA-ARITH-004;RA-PRED-004;RA-OPEN-002,ok,71,7cb239789dc2d1aa24a0175afc2fdde5dfe3815e407e0759f2ffec8635940b97,False,9,0,0,0,49,2,25,candidate_or_benchmark_not_proof,Renormalization-group benchmark; uses QCD running and should remain hybrid.
src/RA_AQFT/d4u02_enumeration.py,d4u02_enumeration.py,ART-PY-d4u02_enumeration,dimensionality_arithmetic,canonical_enumeration,native_strong,computes,RA-D4-001;RA-D4-002;RA-ARITH-005,ok,341,273314da29bcfeed9edc604f1bd95da3c1b8c5152892e3ad3f43e79ecaff44b6,True,0,1,0,0,3,6,8,promote_after_output_archive,Canonical D4U02 enumeration; self-tests pass and outputs canonical constants.
src/RA_AQFT/daughter_universe.py,daughter_universe.py,ART-PY-daughter_universe,gravity_cosmology,exploratory_model,phenomenology,candidate_support,RA-GRAV-003;RA-OPEN-005;RA-PRED-007,ok,362,b6b3e809335f7f1cc81834a69870704b97fc66e953bf189095038b1b14f66510,False,25,0,0,0,79,23,29,candidate_or_benchmark_not_proof,Daughter universe/severance inheritance model; restoration candidate.
src/RA_AQFT/f0_enumeration.py,f0_enumeration.py,ART-PY-f0_enumeration,matter_interactions,canonical_enumeration,hybrid_candidate,computes_candidate,RA-ARITH-006;RA-PRED-004,ok,217,56dd8dc4d850467fa93b2e02d2a9ec31b814c1e6744e18445bf83a712d91b587,True,0,0,0,0,30,10,29,candidate_or_benchmark_not_proof,Canonical native path-weight ratio 17.3152; f0 comparison multiplies by external/SM RG alpha_s step.
src/RA_AQFT/hard_wall_4_summary.py,hard_wall_4_summary.py,ART-PY-hard_wall_4_summary,gravity_cosmology,summary_note,phenomenology,candidate_support,RA-OPEN-004;RA-PRED-005,ok,77,ccee31ab8ec8de2e43e2d1f53e4c48f7ad5a2431fd602adea84e6732615a671c,False,1,0,0,0,22,1,22,candidate_or_benchmark_not_proof,Short CMB/Hard-Wall summary; keep as restoration note.
src/RA_AQFT/kernel_saturation.py,kernel_saturation.py,ART-PY-kernel_saturation,gravity_cosmology,computational_derivation_candidate,native_candidate,computes_candidate,RA-GRAV-002;RA-GRAV-003,ok,381,42b4f6a10706692742e8f609651fc49bc54fb74db18f9de3589dcf29cadd94b9,False,32,2,0,0,30,9,34,candidate_or_benchmark_not_proof,Kernel saturation theorem script; algebraic identities plus MC verification; convert to MD/Lean if promoted.
src/RA_AQFT/mu_derivation.py,mu_derivation.py,ART-PY-mu_derivation,matter_interactions,computational_derivation_candidate,hybrid_candidate,candidate_support,RA-ARITH-005;RA-PRED-002,ok,258,083aa5a2f900d6cee32005bffe8073d4546d314abc5021a404e398937482fd65,False,44,0,0,0,28,14,29,candidate_or_benchmark_not_proof,μ derivation script; useful but relies on matching resonance scale.
src/RA_AQFT/mu_int_derive.py,mu_int_derive.py,ART-PY-mu_int_derive,matter_interactions,needs_repair,needs_repair,blocked,RA-ARITH-005;RA-PRED-002,syntax_error,467,36fe90157c8b1fd25fe4ab11b8138504cd868b4f1997c565d7b83f2a8e268466,False,,0,0,0,80,16,35,repair_before_use,Syntax error from unquoted em dash in f-string; cannot parse or execute until repaired.
src/RA_AQFT/n_eff_alternative.py,n_eff_alternative.py,ART-PY-n_eff_alternative,matter_interactions,monte_carlo_diagnostic,native_candidate,candidate_support,RA-PRED-002;RA-MOTIF-003;RA-OPEN-001,ok,223,0b5c1c41a6cae2e80a30b347203e73ddb45b6bbfcae89b371bacf2688a5ca0bb,False,60,5,0,0,27,7,34,candidate_or_benchmark_not_proof,N_eff alternative diagnostic; seeded; should remain candidate/restoration support.
src/RA_AQFT/n_eff_factorization.py,n_eff_factorization.py,ART-PY-n_eff_factorization,matter_interactions,monte_carlo_diagnostic,native_candidate,candidate_support,RA-PRED-002;RA-MOTIF-003;RA-OPEN-001,ok,204,4460880f7c111eea307baa9e31cc2ab4e8430e28b3e1f372da4074e3b2c8f404,False,63,5,0,0,26,8,34,candidate_or_benchmark_not_proof,N_eff factorization diagnostic; useful for caveating proton cascade.
src/RA_AQFT/n_eff_mc_test.py,n_eff_mc_test.py,ART-PY-n_eff_mc_test,matter_interactions,monte_carlo_diagnostic,native_candidate,candidate_support,RA-PRED-002;RA-MOTIF-003;RA-OPEN-001,ok,254,d57d285183c5b8292fa7309e8c25b611c768bda18db8db47a1d3b4222d539dda,False,65,4,0,0,20,8,25,candidate_or_benchmark_not_proof,N_eff Monte Carlo; timed under short smoke test; needs reproducibility run with archived output.
src/RA_AQFT/o14_incidence_algebra.py,o14_incidence_algebra.py,ART-PY-o14_incidence_algebra,dimensionality_arithmetic,computational_derivation_candidate,native_candidate,candidate_support,RA-ARITH-001;RA-ARITH-002;RA-D4-001,ok,550,922c796ae9f46c0ae9453c7ef0ac8d3606024d0e9d8ca84d741c9f0970aea4e9,False,88,1,0,0,33,27,34,candidate_or_benchmark_not_proof,Incidence algebra exploration; contains conjectural/proof-attempt language; useful but not canonical proof.
src/RA_AQFT/o14_proof.py,o14_proof.py,ART-PY-o14_proof,dimensionality_arithmetic,computational_derivation_candidate,native_candidate,candidate_support,RA-ARITH-001;RA-ARITH-002;RA-D4-001,ok,427,1e380a691fddae3a5ac8d3cf1397385b6f5282bdd20dd173ff7cee52892cb8fa,False,73,0,0,0,17,13,17,candidate_or_benchmark_not_proof,O14 proof attempt; produces arithmetic chain but should remain subordinate to Lean arithmetic core.
src/RA_AQFT/pathwise_exit.py,pathwise_exit.py,ART-PY-pathwise_exit,matter_interactions,computational_model,hybrid_candidate,candidate_support,RA-MOTIF-007;RA-OPEN-002,ok,486,0eb4b2d98603add0ebd888415a18f9d8ad1e02bee4e87457f660396fe3683462,False,24,0,0,0,20,14,24,candidate_or_benchmark_not_proof,"Pathwise exit model; explicitly approximate, useful for scattering/decay frontier."
src/RA_AQFT/qcd_running_proof.py,qcd_running_proof.py,ART-PY-qcd_running_proof,matter_interactions,rg_benchmark,hybrid_candidate,benchmarks,RA-ARITH-004;RA-PRED-004,ok,33,c66d223f908c0282b6e01f9ab6fd6999166b251618503995c3205d2561afc125,False,4,0,0,0,24,2,28,candidate_or_benchmark_not_proof,QCD running step for f0; external SM RG component.
src/RA_AQFT/ra_calibration.py,ra_calibration.py,ART-PY-ra_calibration,gravity_cosmology,calibration_model,phenomenology,candidate_support,RA-ARITH-005;RA-OPEN-004,ok,266,4629a51d40a1685f3d6aa3537f8b53dd3e52113d1e05f889a31c14909db0ee08,False,14,0,0,0,89,30,29,candidate_or_benchmark_not_proof,BDG-to-density calibration; phenomenological.
src/RA_AQFT/ra_dark_energy.py,ra_dark_energy.py,ART-PY-ra_dark_energy,gravity_cosmology,phenomenology_model,phenomenology,benchmarks,RA-PRED-005;RA-OPEN-004,ok,391,148939a436f608ed0bbc253eb2ac0439a01f512381ca0897d222f9ada0272c15,False,28,5,0,0,75,9,34,candidate_or_benchmark_not_proof,Density-dependent expansion / apparent dark-energy model; one/few-parameter phenomenology.
src/RA_AQFT/ra_desi_verify.py,ra_desi_verify.py,ART-PY-ra_desi_verify,gravity_cosmology,phenomenology_verification,phenomenology,benchmarks,RA-PRED-005;RA-OPEN-004,ok,390,04484ef02c1609237e4fce1ebe647528e59e42cedb333b29b5a4088869333087,False,42,0,0,0,165,4,29,candidate_or_benchmark_not_proof,"DESI/w0-wa verification; strong for target roadmap, not proof."
src/RA_AQFT/ra_early_bh.py,ra_early_bh.py,ART-PY-ra_early_bh,gravity_cosmology,phenomenology_model,phenomenology,candidate_support,RA-GRAV-003;RA-OPEN-005,ok,379,07efe6b369fde4e7ed9fba933e0dc68cc55c2137e1d501a3fb0e641c792318fb,False,34,1,0,0,67,21,34,candidate_or_benchmark_not_proof,Early black-hole model; not yet active v0.5 target.
src/RA_AQFT/ra_flat_rotation_curve.py,ra_flat_rotation_curve.py,ART-PY-ra_flat_rotation_curve,gravity_cosmology,phenomenology_benchmark,phenomenology,benchmarks,RA-PRED-006;RA-OPEN-003,ok,66,6440dd32966e6bf7e0c087fd499d3b1529fbf5251cd0db2443fa2f47d98d1c7a,False,14,0,0,5,11,10,18,candidate_or_benchmark_not_proof,Rotation-curve plot script; has docstring escape warning and hard-coded Milky Way analog target.
src/RA_AQFT/ra_structure_formation.py,ra_structure_formation.py,ART-PY-ra_structure_formation,gravity_cosmology,phenomenology_model,phenomenology,candidate_support,RA-PRED-005;RA-PRED-006;RA-OPEN-004,ok,412,4baf29783674382f3dd5cf37c7fcd93d633c88bbf9d9c484b6163757d4465657,False,37,6,0,0,47,4,34,candidate_or_benchmark_not_proof,Graph self-sorting/structure-formation model; seeded and bridge/phenomenology-heavy.
src/RA_AQFT/ra_verify_heraclitus.py,ra_verify_heraclitus.py,ART-PY-ra_verify_heraclitus,gravity_cosmology,phenomenology_verification,phenomenology,needs_runtime_hardening,RA-PRED-005;RA-OPEN-004,ok,186,4f36014d47a46cfcc57319dc7ff1690c61491843ee1154fde9a9b741313320f3,False,16,0,0,0,69,0,29,candidate_or_benchmark_not_proof,w0-wa interpolation verifier; static OK but timed under 30s smoke test; needs fast mode/cached outputs.
src/RA_AQFT/rho_native.py,rho_native.py,ART-PY-rho_native,matter_interactions,computational_model,hybrid_candidate,candidate_support,RA-MOTIF-007;RA-OPEN-002,ok,491,ed200f3d9b6ec0cd4f5b5db1c85c1e2f7438b594ae4e20b56cf182f0fe44a2d5,False,60,0,0,0,63,19,29,candidate_or_benchmark_not_proof,"ρ meson native treatment; still fits μ from lifetime, so not zero-parameter support."
src/RA_AQFT/rindler_relative_entropy.py,rindler_relative_entropy.py,ART-PY-rindler_relative_entropy,aqft_bridge,bridge_benchmark,bridge_cartography,do_not_promote,,ok,532,50add6b27a15b096a445f50c64e2beb5f7926bdcca78464741aeebacf5783c5a,False,44,7,0,0,64,20,30,do_not_promote_to_active_claim,AQFT/Rindler bridge; explicitly stage-1 with open modular-algebra proof.
src/RA_AQFT/severed_outdegree.py,severed_outdegree.py,ART-PY-severed_outdegree,gravity_cosmology,monte_carlo_simulation,native_candidate,computes_candidate,RA-GRAV-004;RA-GRAV-005,ok,292,6ff902877344269a53ea8d82706dc0f3257d12f8585ef496f892729ce1728ea5,False,23,6,0,0,55,26,34,candidate_or_benchmark_not_proof,"Mean severed out-degree simulation; supports area-law queue, needs reproducibility output."
src/RA_AQFT/sigma_analysis.py,sigma_analysis.py,ART-PY-sigma_analysis,matter_interactions,computational_model,hybrid_candidate,candidate_support,RA-MOTIF-007;RA-OPEN-002,ok,231,5d0445696418b9158f9983cf19fe350a78bb63835f95fd5447059b5e46493876,False,11,0,0,0,17,1,21,candidate_or_benchmark_not_proof,"σ-filter analysis; useful selection-rule source, still empirical resonance-classification heavy."
src/RA_AQFT/sigma_table.py,sigma_table.py,ART-PY-sigma_table,matter_interactions,computational_model,hybrid_candidate,candidate_support,RA-MOTIF-007;RA-OPEN-002,ok,409,0ac3a3a6c1fa7bd6c8ad943657d04ab74e6cb109e43deb9d5db8e0289ddf4037,False,50,0,0,0,12,2,12,candidate_or_benchmark_not_proof,"σ-label/resonance table; empirical bridge table, not proof."
src/RA_AQFT/t1_forecast_deliverables.py,t1_forecast_deliverables.py,ART-PY-t1_forecast_deliverables,gravity_cosmology,forecast_generator,phenomenology,benchmarks,RA-PRED-005;RA-OPEN-004,ok,276,a0b0f9577d80a4f452fa51db0cf4cd1545d4486e9c08639265ca521bb930d183,True,0,0,0,0,91,0,29,candidate_or_benchmark_not_proof,DESI T1 forecast deliverables v1; superseded by v2.
src/RA_AQFT/t1_forecast_deliverables_v2.py,t1_forecast_deliverables_v2.py,ART-PY-t1_forecast_deliverables_v2,gravity_cosmology,forecast_generator,phenomenology,benchmarks,RA-PRED-005;RA-OPEN-004,ok,369,78b6dc1b369d138daf429b82e6e4be9816146ea39134491a5b1e0aea068746ea,True,1,0,4,6,117,0,36,candidate_or_benchmark_not_proof,DESI T1 forecast generator; writes three CSVs and plot; epistemic caveats are explicit.
src/RA_AQFT/vwyler_proof.py,vwyler_proof.py,ART-PY-vwyler_proof,matter_interactions,arithmetic_benchmark,native_candidate,candidate_support,RA-ARITH-004;RA-PRED-004,ok,12,13734f71c15afe96c5db9246697180d19460d2fb715b71d36c27c51702e5d022,False,6,0,0,0,7,1,11,candidate_or_benchmark_not_proof,Short V_eff/alpha_s arithmetic check; candidate support only.
src/RA_Complexity/assembly_mapper.py,assembly_mapper.py,ART-PY-assembly_mapper,complexity_life_thermo,topological_mapper,external_dependency,candidate_support,RA-COMP-004;RA-COMP-005,ok,60,9719d52cb6f7ebb5b32da5c74a3fd0f981560d0e37351ba209f8ea3c305134d2,True,0,0,0,0,2,0,6,candidate_or_benchmark_not_proof,RDKit/NetworkX assembly-topology mapper; smoke test succeeds here.
src/ra_audit.py,ra_audit.py,ART-PY-ra_audit,kb_tooling,kb_tool,kb_tool,audit_tool,,ok,364,24ca7412552a5a577c9e7e871e77d3fddaacd6b116508ba59dffb660246ce6eb,False,96,4,0,0,208,41,30,archive_as_kb_tool_not_claim_support,Quantitative RA claim-audit harness; useful KB tooling but not direct evidence for any claim.
src/RA_AQFT/endpoint_ap_table.csv,endpoint_ap_table.csv,ART-DATA-endpoint_ap_table,gravity_cosmology,forecast_output,phenomenology,generated_output_for,RA-PRED-005;RA-OPEN-004,data_csv,9,9f4e6905e26f96fd5535f1d1e69ed21323fe1c68f84dd4195e18856a0c7ac2ff,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,register_as_generated_forecast_table,T1 forecast endpoint AP table generated by t1_forecast_deliverables_v2.py.
src/RA_AQFT/sensitivity_matrix.csv,sensitivity_matrix.csv,ART-DATA-sensitivity_matrix,gravity_cosmology,forecast_output,phenomenology,generated_output_for,RA-PRED-005;RA-OPEN-004,data_csv,61,10a3f1103667c5836ffe7eb5923087522f22ecb331c7d711c310d6a8f6e5643e,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,register_as_generated_forecast_table,T1 forecast epsilon/z/sigma sensitivity matrix.
src/RA_AQFT/toy_model_bracket_table.csv,toy_model_bracket_table.csv,ART-DATA-toy_model_bracket_table,gravity_cosmology,forecast_output,phenomenology,generated_output_for,RA-PRED-005;RA-OPEN-004,data_csv,9,31918022602f75ffa58c0b81b9e6f73e0de5ecc06b0adfc8ecf890905cf1fd1b,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,register_as_generated_forecast_table,T1 forecast toy-model bracket table.
