family_semantics,certification_regime,mode,severity,threshold_fraction,samples,support_width_count,mean_support_width,mean_family_size,parent_in_family_rate,parent_targeted_rate,family_targeted_rate,strict_parent_loss_rate,family_internal_loss_rate,strict_rescue_rate,family_internal_survival_rate,family_internal_resilience_rate,comparison_valid_rate,metric_artifact_risk_rate,mean_apples_to_apples_loss_delta,mean_certified_family_member_count,mean_uncertified_member_fraction
at_least_k,cut_level,edge_dropout,0.75,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.994167,0.991667,0.0025,0.008333,0.008333,1.0,0.0,-0.0025,1.733333,0.0
at_least_k,cut_level,edge_dropout,0.75,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,0.994167,0.994167,0.0,0.005833,0.005833,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,edge_dropout,1.0,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,cut_level,edge_dropout,1.0,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,edge_dropout,1.0,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,edge_dropout,1.0,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,frontier_dropout,0.0,0.25,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,cut_level,frontier_dropout,0.0,0.5,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,frontier_dropout,0.0,0.75,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,frontier_dropout,0.0,1.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,frontier_dropout,0.25,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,1.0,0.439167,0.560833,0.560833,0.560833,1.0,0.0,-0.560833,5.115,0.0
at_least_k,cut_level,frontier_dropout,0.25,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,1.0,0.439167,0.560833,0.560833,0.560833,1.0,0.0,-0.560833,3.786667,0.0
at_least_k,cut_level,frontier_dropout,0.25,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,1.0,0.816667,0.183333,0.183333,0.183333,1.0,0.0,-0.183333,1.733333,0.0
at_least_k,cut_level,frontier_dropout,0.25,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,frontier_dropout,0.5,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,1.0,0.439167,0.560833,0.560833,0.560833,1.0,0.0,-0.560833,5.115,0.0
at_least_k,cut_level,frontier_dropout,0.5,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,1.0,0.6375,0.3625,0.3625,0.3625,1.0,0.0,-0.3625,3.786667,0.0
at_least_k,cut_level,frontier_dropout,0.5,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,frontier_dropout,0.5,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,frontier_dropout,0.75,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,1.0,0.816667,0.183333,0.183333,0.183333,1.0,0.0,-0.183333,5.115,0.0
at_least_k,cut_level,frontier_dropout,0.75,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,frontier_dropout,0.75,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,frontier_dropout,0.75,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,frontier_dropout,1.0,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,cut_level,frontier_dropout,1.0,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,frontier_dropout,1.0,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,frontier_dropout,1.0,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,ledger_failure,0.0,0.25,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,cut_level,ledger_failure,0.0,0.5,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,ledger_failure,0.0,0.75,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,ledger_failure,0.0,1.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,ledger_failure,0.25,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,0.637917,0.439167,0.19875,0.560833,0.560833,1.0,0.0,-0.19875,3.366667,0.604444
at_least_k,cut_level,ledger_failure,0.25,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.637917,0.439167,0.19875,0.560833,0.560833,1.0,0.0,-0.19875,2.42,0.598472
at_least_k,cut_level,ledger_failure,0.25,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.905833,0.816667,0.089167,0.183333,0.183333,1.0,0.0,-0.089167,0.55,0.89
at_least_k,cut_level,ledger_failure,0.25,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,cut_level,ledger_failure,0.5,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,0.740417,0.439167,0.30125,0.560833,0.560833,1.0,0.0,-0.30125,2.0575,0.769722
at_least_k,cut_level,ledger_failure,0.5,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.751667,0.439167,0.3125,0.560833,0.560833,1.0,0.0,-0.3125,1.4925,0.757778
at_least_k,cut_level,ledger_failure,0.5,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.930417,0.816667,0.11375,0.183333,0.183333,1.0,0.0,-0.11375,0.366667,0.926667
at_least_k,cut_level,ledger_failure,0.5,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,cut_level,ledger_failure,0.75,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,0.939167,0.618333,0.320833,0.381667,0.381667,1.0,0.0,-0.320833,0.748333,0.935
at_least_k,cut_level,ledger_failure,0.75,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.912083,0.618333,0.29375,0.381667,0.381667,1.0,0.0,-0.29375,0.565,0.917083
at_least_k,cut_level,ledger_failure,0.75,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.944583,0.816667,0.127917,0.183333,0.183333,1.0,0.0,-0.127917,0.183333,0.963333
at_least_k,cut_level,ledger_failure,0.75,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,cut_level,ledger_failure,1.0,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,cut_level,ledger_failure,1.0,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,cut_level,ledger_failure,1.0,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,cut_level,ledger_failure,1.0,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,cut_level,orientation_degradation,0.0,0.25,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,cut_level,orientation_degradation,0.0,0.5,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,orientation_degradation,0.0,0.75,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,orientation_degradation,0.0,1.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,orientation_degradation,0.25,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,0.640833,0.439167,0.201667,0.560833,0.560833,1.0,0.0,-0.201667,3.366667,0.604444
at_least_k,cut_level,orientation_degradation,0.25,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.655417,0.439167,0.21625,0.560833,0.560833,1.0,0.0,-0.21625,2.42,0.598472
at_least_k,cut_level,orientation_degradation,0.25,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.9025,0.816667,0.085833,0.183333,0.183333,1.0,0.0,-0.085833,0.55,0.89
at_least_k,cut_level,orientation_degradation,0.25,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,cut_level,orientation_degradation,0.5,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,0.787917,0.439167,0.34875,0.560833,0.560833,1.0,0.0,-0.34875,2.0575,0.769722
at_least_k,cut_level,orientation_degradation,0.5,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.774583,0.439167,0.335417,0.560833,0.560833,1.0,0.0,-0.335417,1.4925,0.757778
at_least_k,cut_level,orientation_degradation,0.5,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.924583,0.816667,0.107917,0.183333,0.183333,1.0,0.0,-0.107917,0.366667,0.926667
at_least_k,cut_level,orientation_degradation,0.5,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,cut_level,orientation_degradation,0.75,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,0.945,0.618333,0.326667,0.381667,0.381667,1.0,0.0,-0.326667,0.748333,0.935
at_least_k,cut_level,orientation_degradation,0.75,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.9325,0.618333,0.314167,0.381667,0.381667,1.0,0.0,-0.314167,0.565,0.917083
at_least_k,cut_level,orientation_degradation,0.75,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.962083,0.816667,0.145417,0.183333,0.183333,1.0,0.0,-0.145417,0.183333,0.963333
at_least_k,cut_level,orientation_degradation,0.75,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,cut_level,orientation_degradation,1.0,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,cut_level,orientation_degradation,1.0,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,cut_level,orientation_degradation,1.0,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,cut_level,orientation_degradation,1.0,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,cut_level,selector_stress,0.0,0.25,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,cut_level,selector_stress,0.0,0.5,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,selector_stress,0.0,0.75,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,selector_stress,0.0,1.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,selector_stress,0.25,0.25,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,cut_level,selector_stress,0.25,0.5,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,selector_stress,0.25,0.75,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,selector_stress,0.25,1.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,selector_stress,0.5,0.25,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,cut_level,selector_stress,0.5,0.5,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,selector_stress,0.5,0.75,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,selector_stress,0.5,1.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,selector_stress,0.75,0.25,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,cut_level,selector_stress,0.75,0.5,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,selector_stress,0.75,0.75,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,selector_stress,0.75,1.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,selector_stress,1.0,0.25,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,cut_level,selector_stress,1.0,0.5,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,selector_stress,1.0,0.75,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,selector_stress,1.0,1.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,support_delay,0.0,0.25,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,cut_level,support_delay,0.0,0.5,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,support_delay,0.0,0.75,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,support_delay,0.0,1.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,support_delay,0.25,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,cut_level,support_delay,0.25,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,support_delay,0.25,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,support_delay,0.25,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,support_delay,0.5,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,cut_level,support_delay,0.5,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,support_delay,0.5,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,support_delay,0.5,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,support_delay,0.75,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,cut_level,support_delay,0.75,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,support_delay,0.75,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,support_delay,0.75,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,cut_level,support_delay,1.0,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,cut_level,support_delay,1.0,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,cut_level,support_delay,1.0,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,cut_level,support_delay,1.0,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,edge_dropout,0.0,0.25,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,parent_shared,edge_dropout,0.0,0.5,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,parent_shared,edge_dropout,0.0,0.75,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,parent_shared,edge_dropout,0.0,1.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,edge_dropout,0.25,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,0.76125,0.403333,0.357917,0.596667,0.596667,1.0,0.0,-0.357917,5.115,0.0
at_least_k,parent_shared,edge_dropout,0.25,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.76125,0.439583,0.321667,0.560417,0.560417,1.0,0.0,-0.321667,3.786667,0.0
at_least_k,parent_shared,edge_dropout,0.25,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.76125,0.67625,0.085,0.32375,0.32375,1.0,0.0,-0.085,1.733333,0.0
at_least_k,parent_shared,edge_dropout,0.25,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,0.76125,0.76125,0.0,0.23875,0.23875,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,edge_dropout,0.5,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,0.814583,0.372917,0.441667,0.627083,0.627083,1.0,0.0,-0.441667,5.115,0.0
at_least_k,parent_shared,edge_dropout,0.5,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.814583,0.51375,0.300833,0.48625,0.48625,1.0,0.0,-0.300833,3.786667,0.0
at_least_k,parent_shared,edge_dropout,0.5,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.814583,0.769583,0.045,0.230417,0.230417,1.0,0.0,-0.045,1.733333,0.0
at_least_k,parent_shared,edge_dropout,0.5,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,0.814583,0.814583,0.0,0.185417,0.185417,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,edge_dropout,0.75,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,0.994167,0.685833,0.308333,0.314167,0.314167,1.0,0.0,-0.308333,5.115,0.0
at_least_k,parent_shared,edge_dropout,0.75,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.994167,0.871667,0.1225,0.128333,0.128333,1.0,0.0,-0.1225,3.786667,0.0
at_least_k,parent_shared,edge_dropout,0.75,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.994167,0.991667,0.0025,0.008333,0.008333,1.0,0.0,-0.0025,1.733333,0.0
at_least_k,parent_shared,edge_dropout,0.75,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,0.994167,0.994167,0.0,0.005833,0.005833,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,edge_dropout,1.0,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,parent_shared,edge_dropout,1.0,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,parent_shared,edge_dropout,1.0,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,parent_shared,edge_dropout,1.0,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,frontier_dropout,0.0,0.25,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,parent_shared,frontier_dropout,0.0,0.5,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.786667,0.0
